pathway,p_value,effec_size,magnitude,difference,name
WP4479,0.0012969432843906016,0.22206825937578878,1,0.12904747797877691,Supression of HMGB1 mediated inflammation by THBD
WP4815,8.623455678741113e-5,0.21617970437099593,1,0.20705363683566552,Glycosaminoglycan degradation
WP4292,9.447261820128976e-5,0.2159529563194031,1,-0.6209908462306553,Methionine metabolism leading to sulfur amino acids and related disorders
WP2361,4.878303699795904e-4,0.2138857583904941,1,0.16004196661469064,Gastric cancer network 1
WP78,7.340867987213199e-7,0.21371495385090322,1,0.24595134631073032,TCA cycle (aka Krebs or citric acid cycle)
WP2485,0.0011750360642866907,0.20953057901886987,1,-0.4917705757811755,"NAD biosynthesis II (from tryptophan)"
WP4919,9.707687065110976e-4,0.20829338072822248,1,0.1420218381722213,Neuroinflammation
WP5044,3.3064984386587325e-4,0.2026410033525919,1,-0.5600073962035388,Kynurenine pathway and links to cell senescence
WP405,6.153037124647744e-10,0.201463845299633,1,0.13905100500876635,Eukaryotic transcription initiation
WP3580,1.7069369102827042e-6,0.20080201699036215,1,-0.3040747291343255,Methionine de novo and salvage pathway
WP167,1.0048152012594056e-4,0.20061245924352436,1,0.19002451465668058,Eicosanoid synthesis
WP4518,0.007674736034750544,0.19884921076094653,1,-0.4420173204743103,"Gamma-glutamyl cycle for the biosynthesis and degradation of glutathione, including diseases"
WP531,1.1031185909068737e-5,0.1948617758668821,1,0.12997335965248014,DNA mismatch repair
WP288,0.005234828924168504,0.19277921306968657,1,0.12703329366403893,Nod-like receptor (NLR) signaling pathway
WP3963,0.005918787022669306,0.19139751004942324,1,-0.38301544319096914,Mevalonate pathway
WP2826,0.040020173334665454,0.1877612140659505,1,-0.5339841101581971,Cocaine metabolism
WP2911,4.609183354749685e-6,0.18722066423500508,1,-0.15399744764324497,miRNA targets in ECM and membrane receptors
MINERVA Endoplasmatic Reticulum stress,4.8330198683012564e-33,0.18581350200999303,1,0.22092619328567556,MINERVA Endoplasmatic Reticulum stress
WP4788,0.005662534038230106,0.18577728747125744,1,0.1319464708011739,Autosomal recessive osteopetrosis pathways
WP699,0.01380873635194612,0.18365488254522458,1,-0.6765764658538184,Aflatoxin B1 metabolism
WP2865,2.7677262603846906e-4,0.18206162816344723,1,0.23902298731553415,IL1 and megakaryocytes in obesity
WP4925,0.0072913024685460764,0.18058603887580008,1,0.17400602418050032,Unfolded protein response
WP4583,8.146512296642532e-4,0.1800129063424811,1,-0.4880554023593217,Biomarkers for urea cycle disorders
WP3413,0.02056333782777012,0.17990288850157718,1,0.16798507358167936,NOTCH1 regulation of endothelial cell calcification
WP4562,0.009982097051478164,0.17788981928175124,1,0.0979265977459132,Canonical NF-kB pathway
WP4016,2.6484315692676477e-9,0.17567180466325066,1,0.12295465581929944,DNA IR-damage and cellular response via ATR
WP45,1.0498316304959191e-5,0.174062590269261,1,0.15704445135054698,G1 to S cell cycle control
WP694,0.021074610551984268,0.17206045511542647,1,-0.5439983073431608,Arylamine metabolism
WP2815,0.021074676756336626,0.17206036660338778,1,0.2619908945705865,Mammary gland development pathway - Involution (Stage 4 of 4)
WP4922,5.371610819962143e-7,0.1708328235866298,1,0.2029998875858079,Mitochondrial complex IV assembly
WP466,4.3988337010818964e-5,0.16707919739094398,1,0.1449568260054936,DNA replication
WP4918,0.025174708137023674,0.16699696447714515,1,0.1079504475615628,Cellular proteostasis
WP4153,0.016313278706621383,0.16583998635190664,1,0.19203774987142638,"Degradation pathway of sphingolipids, including diseases"
WP678,0.029016441541440962,0.1628640988895569,1,-0.5805428889266069,Arachidonate epoxygenase / epoxide hydrolase
WP3601,0.028828431437473233,0.15745574011568758,1,-0.21869493401008128,Lipid particles composition
WP2291,0.01928618766771667,0.15608017134831942,1,0.15700841466349397,Deregulation of Rab and Rab effector genes in bladder cancer
WP4792,0.003256046907763452,0.15511518322100473,1,-0.17227172462080337,Purine metabolism
WP1455,0.03313746392680417,0.1546813065161192,1,0.1789914990651578,Serotonin transporter activity
WP4961,0.0011152171774047482,0.15437422986868476,1,0.10404210601693606,STING pathway in Kawasaki-like disease and COVID-19
WP1602,0.02640950343879573,0.15330192982053162,1,-0.13404533646986583,Nicotine effect on dopaminergic neurons
WP4269,0.03474750687352057,0.15209051809402496,1,0.2129863112682419,Ethanol metabolism production of ROS by CYP2E1
WP3617,0.0027039146922447493,0.15133450615890018,1,0.14408767202345915,Photodynamic therapy-induced NF-kB survival signaling
WP4905,0.0012124807653238266,0.14944060703168296,1,0.16103757523328116,1q21.1 copy number variation syndrome
WP704,0.03128632404927049,0.14869749239497942,1,-0.3329830271528441,Methylation pathways
WP2333,0.010148612049258767,0.1484688620349695,1,-0.3049708480043921,Trans-sulfuration pathway
WP4946,6.124046623861298e-11,0.14732714304681285,1,0.09995690556002143,"DNA repair pathways, full network"
WP1541,1.7949993172758292e-5,0.14642898825073614,1,0.13505449480597023,Energy metabolism
MINERVA Nsp4 and Nsp6 protein interactions,3.506386109353777e-10,0.14312308497027895,1,0.14594537882371877,MINERVA Nsp4 and Nsp6 protein interactions
WP696,0.021030972903276348,0.14127399080733732,1,-0.40404083603315166,Benzo(a)pyrene metabolism
WP5114,3.822409279205739e-7,0.1402376448536287,1,0.09701692835203449,Nucleotide excision repair in xeroderma pigmentosum 
WP4240,0.03210312269557599,0.13841309615611774,1,0.06594471723568943,Regulation of sister chromatid separation at the metaphase-anaphase transition
WP4753,1.1010558131119024e-5,0.13826947679284282,1,0.09799243587783511,Nucleotide excision repair
WP4320,9.525972143972553e-4,0.13816719496896926,1,0.09695876453255375,Effect of progerin on genes involved in Hutchinson-Gilford progeria syndrome
WP2525,2.2583903634590036e-4,0.1374597424174215,1,-0.2910449200747467,Trans-sulfuration and one-carbon metabolism
WP697,0.001704188277859063,0.13578658750125777,1,-0.4546411953589192,Estrogen metabolism
WP3287,0.02144428574273022,0.135114586502726,1,0.12304703761669632,Overview of nanoparticle effects
WP4932,1.766281736390988e-10,0.13445171895364977,1,0.13997702866505368,7q11.23 copy number variation syndrome
WP4224,0.001010195717617153,0.13423065273742066,1,-0.1609797203070731,Purine metabolism and related disorders
WP4571,0.028031535204267242,0.13375500299326876,1,-0.3489461861900659,Urea cycle and related diseases
WP4758,3.716105685161249e-4,0.13147966856898713,1,0.13898282208455573,Nephrotic syndrome
WP268,0.0036285204356985576,0.12684384002801097,1,0.11107836214039912,Notch signaling
WP4504,0.007443291989781064,0.12660802008774866,1,-0.3019809791967382,Cysteine and methionine catabolism
MINERVA Nsp9 protein interactions,1.2551210456663125e-23,0.12631041308360674,1,0.1290001174393374,MINERVA Nsp9 protein interactions
WP5038,0.0010032228762699067,0.1258832590329751,1,0.1320096591153342,Mitochondrial immune response to SARS-CoV-2
WP368,0.004593411840509963,0.12551910435204727,1,0.226963675427418,Mitochondrial long chain fatty acid beta-oxidation
WP453,0.02687837280267313,0.1245495515949371,1,-0.06503368337131754,Inflammatory response pathway
WP4206,0.011326718360273578,0.1235956273167056,1,0.16902049189691518,Hereditary leiomyomatosis and renal cell carcinoma pathway
MINERVA JNK pathway,0.006094755008076502,0.12341571716500477,1,0.0950266497931844,MINERVA JNK pathway
WP5066,0.005504971294594358,0.12269480525354481,1,-0.3180433448795915,FOXA2 pathway
WP5121,0.004744168889713438,0.12187563506839832,1,0.12602478058140587,Sphingolipid metabolism in senescence
WP4136,5.014994734072095e-4,0.12043501661370978,1,0.11597418822421271,Fibrin complement receptor 3 signaling pathway
WP4963,1.0532154732217794e-4,0.12008241924578214,1,0.13495369091614828,p53 transcriptional gene network
WP4204,0.008678390331752684,0.11809801051000482,1,0.07301618287525127,Tumor suppressor activity of SMARCB1
WP4863,0.018679075859578273,0.11703660267769017,1,0.06403043744909168,Host-pathogen interaction of human coronaviruses - autophagy
WP3644,0.0358042021696972,0.11576968720016229,1,0.1489544277813921,"NAD+ metabolism"
WP4396,5.771219663904895e-12,0.11550993806880148,1,0.10994566913736868,Nonalcoholic fatty liver disease
WP4721,0.01145747166363551,0.11542517675869117,1,-0.3160163598948172,Eicosanoid metabolism via lipooxygenases (LOX)
WP4357,0.008789789772239646,0.11425835566337116,1,0.12899387612116223,NRF2-ARE regulation
WP2363,0.016150029241790587,0.11193479522803866,1,0.12098874081892835,Gastric cancer network 2
WP4210,0.02769120152709887,0.11151248275892027,1,-0.26896387865412963,Tryptophan catabolism leading to NAD+ production
WP4312,0.005819124650534835,0.1108566158892207,1,0.0740307003254478,Rett syndrome causing genes
WP2359,7.830914973384606e-6,0.10911737509884646,1,0.09598379833636893,Parkin-ubiquitin proteasomal system pathway
WP4532,0.025237186988761,0.1086988096047633,1,0.06693069496254954,Intraflagellar transport proteins binding to dynein
WP4950,0.013682371082206556,0.10844859731213528,1,0.09904552166062418,16p11.2 distal deletion syndrome
WP384,0.02716178629624133,0.10820939492598154,1,0.10308233144769843,Apoptosis modulation by HSP70
WP545,0.008205081741292326,0.10652148088374323,1,-0.11198481300527666,Complement activation
WP2509,0.03604942609591661,0.10645570755487561,1,0.07798955565182744,Nanoparticle triggered autophagic cell death
WP3982,0.04528593487155564,0.10569462114757991,1,0.09401808719914412,miRNA regulation of p53 pathway in prostate cancer
MINERVA Orf10 Cul2 pathway,7.164781972561778e-10,0.10491613246026184,1,-0.0529612649557034,MINERVA Orf10 Cul2 pathway
WP314,9.683866183218871e-4,0.10439763066746194,1,0.08602992611315219,Fas ligand pathway and stress induction of heat shock proteins
WP3859,0.034352498755322446,0.10327033365139836,1,-0.09594473329156722,TGF-beta signaling in thyroid cells for epithelial-mesenchymal transition
MINERVA Pyrimidine deprivation,2.8756220813788035e-4,0.10285715990583844,1,0.08107906054647104,MINERVA Pyrimidine deprivation
WP4564,0.0133787357469161,0.10219299247176626,1,0.09997346325998473,Neural crest cell migration during development
WP2446,2.560070862167166e-4,0.10152382241302114,1,0.07996969931251446,Retinoblastoma gene in cancer
WP179,8.436299818616974e-5,0.10005980186652644,1,0.07703730376688943,Cell cycle
WP4673,1.3269140448696885e-5,0.0998209456868265,1,0.12395336083377827,Male infertility
WP1533,6.51520887467799e-4,0.09841832675424537,1,0.1849948542039146,Vitamin B12 metabolism
WP176,1.8182350168812088e-4,0.09578793052194198,1,0.17801615593387893,Folate metabolism
WP1530,0.0026483218412234593,0.09529642942521281,1,0.08106388152617548,miRNA regulation of DNA damage response
WP241,0.010683762264929906,0.09514840639127783,1,-0.18197419173436183,One-carbon metabolism
WP3869,0.022200007745850972,0.09497251813163031,1,-0.11199528907625293,Cannabinoid receptor signaling
WP61,0.004913248625607119,0.09476674080612098,1,0.09500449567002982,Notch signaling pathway (Netpath)
WP3611,0.010502545447662368,0.09458518078824348,1,0.10499135434005333,Photodynamic therapy-induced AP-1 survival signaling.
WP4352,2.2656086474990413e-10,0.09412618658430334,1,0.08698334731315314,Ciliary landscape
WP4655,0.0016423321818293999,0.09399248615643183,1,0.07595926745490902,Cytosolic DNA-sensing pathway
WP2036,0.0060323690694260084,0.09358993198536882,1,0.07203085613372746,TNF-related weak inducer of apoptosis (TWEAK) signaling pathway
WP707,0.003967495709811951,0.09273870568847797,1,0.0770369145937871,DNA damage response
WP4262,1.9399852811993125e-4,0.09267825128293855,1,0.08600717325706993,Breast cancer pathway
WP5036,0.029074120031889382,0.09248856517803641,1,-0.11798412406240019,Angiotensin II receptor type 1 pathway
WP4561,0.04938072970626245,0.0924604793750784,1,0.0959577684299151,Cell migration and invasion through p75NTR
WP4225,0.04694039939905596,0.09235639959559383,1,-0.18501082210285186,Pyrimidine metabolism and related diseases
WP3612,0.033931466337571305,0.09153808110802036,1,0.18499388717252613,Photodynamic therapy-induced NFE2L2 (NRF2) survival signaling
WP4521,0.04217927026233289,0.0903391448194503,1,0.08596072371328049,Glycosylation and related congenital defects
WP4752,0.036657737322675216,0.08993499242069053,1,0.06898462886175459,Base excision repair
WP615,9.027057014257737e-5,0.08970767878012109,1,0.08900027973606423,Senescence and autophagy in cancer
WP3286,0.006317586254704388,0.08893292956965494,1,0.11397973457994502,Copper homeostasis
WP236,3.6559086890708154e-4,0.08868074959487611,1,0.10703445232066051,Adipogenesis
WP15,5.063907466706521e-5,0.08847936722203316,1,0.14205763719090914,Selenium micronutrient network
WP4565,0.026017794672656597,0.08758905051658009,1,0.08599236259296525,Neural crest cell migration in cancer
WP2507,0.04953129178199855,0.08750039974049455,1,0.09799146072887013,Nanomaterial induced apoptosis
WP4022,2.3794157110332596e-4,0.08720292107329292,1,0.0909677830506585,Pyrimidine metabolism
WP698,0.043648369173481645,0.0870746084660357,1,-0.27200557675863335,Glucuronidation
WP4923,0.016813680492409715,0.08667238402293839,1,0.06901883204992919,Autophagy
WP4656,0.0187785658800866,0.08587103152095375,1,0.06107920563094737,Joubert syndrome
WP4496,0.03119516236465336,0.0855127438296846,1,0.08201219744120516,Signal transduction through IL1R
WP3865,0.003289429100546798,0.08443251092435515,1,0.06494221751691237,Novel intracellular components of RIG-I-like receptor (RLR) pathway
WP3614,0.030435254376398553,0.08432223153878916,1,0.1180144878222213,Photodynamic therapy-induced HIF-1 survival signaling
WP49,0.014838911871362843,0.08356997965719115,1,0.07896449971708779,IL-2 signaling pathway
WP5094,0.0022724425713901036,0.0832553454286558,1,0.1039853093292537,Orexin receptor pathway
WP5021,0.0017201138126945778,0.08263821757131537,1,0.08798353815377871,SARS-CoV-2 Infection
MINERVA Renin-angiotensin pathway,0.016399954392061503,0.08241851879686571,1,-0.11002700013840808,MINERVA Renin-angiotensin pathway
WP4216,0.0033542850815299926,0.08170285512807426,1,0.06897163668686473,Chromosomal and microsatellite instability in colorectal cancer 
WP3888,2.0511080536411463e-15,0.08107826057184345,1,0.08301088762406877,VEGFA-VEGFR2 signaling pathway
WP4844,0.042546151659354936,0.0810718176619087,1,0.07895749768148236,Influence of laminopathies on Wnt signaling
WP4879,0.010998493356703163,0.08094094802735959,1,0.07909071017457747,Overlap between signal transduction pathways contributing to LMNA laminopathies
WP4877,0.03782418484476957,0.08036194488948178,1,0.07302101411512037,Host-pathogen interaction of human coronaviruses - MAPK signaling
WP127,0.016542195578908354,0.07958737013450617,1,0.07795242421122091,IL-5 signaling pathway
WP465,0.011514525426632389,0.07927331799890483,1,-0.19701837202561764,Tryptophan metabolism
WP3594,1.581291195107083e-4,0.07698947459493409,1,0.07402519724650204,Circadian rhythm genes
WP2267,0.0482959848091761,0.07681888418563101,1,0.06501429714646288,Synaptic vesicle pathway
WP4239,9.651515574371916e-4,0.07447568728532021,1,0.07601914847584207,Epithelial to mesenchymal transition in colorectal cancer
WP4906,0.02712887081778351,0.07424054249340231,1,0.062048404587167184,3q29 copy number variation syndrome
WP4674,0.004454716092852676,0.0742052424098316,1,0.06597544483419931,Head and neck squamous cell carcinoma
WP3850,0.04502954986604559,0.07290601839344275,1,0.05699553055112604,Factors and pathways affecting insulin-like growth factor (IGF1)-Akt signaling
WP560,0.04201107609760588,0.07230673784824673,1,0.07299435253064097,TGF-beta receptor signaling
WP2864,0.028470648437861883,0.07093260181557494,1,0.07893710645798528,Apoptosis-related network due to altered Notch3 in ovarian cancer
WP143,0.03693213578802018,0.07034200443740245,1,0.13502067611756421,Fatty acid beta-oxidation
WP2380,1.799091319974503e-4,0.07023743437081964,1,0.06997737906125259,Brain-derived neurotrophic factor (BDNF) signaling pathway
WP4313,0.03650163967080738,0.06914123433525378,1,0.09798218610297922,Ferroptosis
WP1471,0.048182536078441744,0.06722236908962773,1,0.06001174219108844,Target of rapamycin (TOR) signaling
WP4577,0.03151402233591553,0.06710970059547186,1,0.06500707305998296,Neurodegeneration with brain iron accumulation (NBIA) subtypes pathway
WP1984,5.215306321246669e-4,0.0661362931582597,1,0.06095804281105136,Integrated breast cancer pathway
WP3584,0.03332611176508061,0.06574217277226796,1,0.061989269169700975,MECP2 and associated Rett syndrome
WP3863,0.04674022760619375,0.06208875672845711,1,0.04799147156024606,T-cell antigen receptor (TCR) pathway during Staphylococcus aureus infection
WP3915,0.0013398246596801127,0.062059500513688505,1,0.06696071525653044,Angiopoietin-like protein 8 regulatory pathway
WP536,0.007366365813619484,0.061528872378485665,1,-0.05700133944987793,Calcium regulation in cardiac cells
WP2324,0.014939593786152026,0.061134964085368365,1,0.060959911934346515,AGE/RAGE pathway
MINERVA Interferon lambda pathway,0.008258011328296158,0.06017152364359224,1,-0.04497208407163629,MINERVA Interferon lambda pathway
WP2018,0.037497141437295094,0.05944032965957066,1,0.05404709913270844,RANKL/RANK signaling pathway
WP4659,0.005229847498820278,0.05895110287486795,1,0.05301269982690212,Gastrin signaling pathway
MINERVA Kynurenine synthesis pathway,0.049164592404583,0.05808757101293848,1,0.08494652805691325,MINERVA Kynurenine synthesis pathway
WP2118,0.04650721386638953,0.057447375023557866,1,0.05500020263949138,Arrhythmogenic right ventricular cardiomyopathy
WP1449,0.011597308577193146,0.055791395538941115,1,0.05104446704072597,Regulation of toll-like receptor signaling pathway
WP702,0.001859010386668632,0.055720939235110525,1,-0.16299655783217853,Metapathway biotransformation Phase I and II
WP4223,0.0034020819128732457,0.05515415414638441,1,0.05000274479662096,Ras signaling
MINERVA Orf3a protein interactions,0.02077031411938373,0.054514019988507,1,0.05197052958506586,MINERVA Orf3a protein interactions
WP4754,4.733658139251038e-4,0.05433787842780015,1,0.0689563649591274,IL-18 signaling pathway
WP4263,0.02861230640505609,0.05330734683129991,1,0.04803267455046378,Pancreatic adenocarcinoma pathway
MINERVA Nsp14 and metabolism,0.009903479369713749,0.05296907574807236,1,-0.07101810807436218,MINERVA Nsp14 and metabolism
WP289,0.015550771822882796,0.05074527882605077,1,-0.048043024383155324,Myometrial relaxation and contraction pathways
WP481,0.004813031213046912,0.04966841674019259,1,0.04800113455031407,Insulin signaling
WP1772,0.04857538726920762,0.0489283963317054,1,0.05503922665342711,Apoptosis modulation and signaling
MINERVA Coagulation pathway,0.004167017201723735,0.04864756029024462,1,-0.05701712401065317,MINERVA Coagulation pathway
WP366,0.015532283828096785,0.04826983478479958,1,0.04498512049329753,TGF-beta signaling pathway
WP5115,0.004800078853823529,0.04612090775678674,1,0.05594932380577414,Network map of SARS-CoV-2 signaling pathway
WP2059,0.0014879944265293959,0.04566656285152694,1,0.04701723780383292,Alzheimer's disease and miRNA effects
WP5124,0.002631891057543793,0.04350405749648421,1,0.04499377417218823,Alzheimer's disease
WP2877,0.04856980304360409,0.04268688281800816,1,0.06701367062394067,Vitamin D receptor pathway
WP4217,0.02316983140260358,0.041735369644673774,1,0.044048211052960695,Ebola virus pathway in host
WP5087,0.0039020480024837285,0.039766045462267606,1,0.041958274485740674,Malignant pleural mesothelioma
